证券代码,订单日期,证券名称,订单等级,订单数量,订单金额,折扣点,运输方式,2018净利润（万元）,单价,运输成本,区域,省份,产品类型,行业类别,产品名称,产品包箱,运输日期
515,2010/8/28 0:00,郑则强,其它,21,146.69,0.05,火车,4.43,6.64,4.95,西南,西藏,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/8/30 0:00
2240,2012/3/5 0:00,白秋富,其它,17,186.02,0.01,火车,16.48,10.64,5.16,西南,西藏,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/6 0:00
11236,2010/10/30 0:00,卢亚灵,高级,49,261.02,0.01,火车,-94.05,4.98,4.95,西南,西藏,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/31 0:00
14368,2011/9/10 0:00,姚松中,高级,5,522.06,0.06,火车,319.64,105.98,13.99,西南,西藏,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2011/9/11 0:00
14528,2009/6/15 0:00,贾明波,中级,14,78.44,0.09,火车,11.02,5.98,1.49,西南,西藏,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/6/17 0:00
17986,2012/4/5 0:00,宋辉,其它,43,87.31,0.05,火车,-15.09,2.08,1.49,西南,西藏,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/4/7 0:00
17988,2010/9/22 0:00,宗峰岩,低级,46,2660.6105,0.03,火车,618.07,65.99,8.99,西南,西藏,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/9/24 0:00
19840,2010/5/24 0:00,朱春龙,中级,25,8270.57,0.08,大卡,2851.46,400.97,48.26,西南,西藏,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/5/27 0:00
22849,2011/2/14 0:00,赵晓平 ,其它,27,198.13,0.01,火车,-219.92,6.98,9.69,西南,西藏,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/2/16 0:00
22850,2011/4/30 0:00,邓久光,中级,4,105.13,0.08,火车,-103.23,27.48,4,西南,西藏,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/5/1 0:00
23751,2009/3/18 0:00,陆玉英,中级,44,10364.36,0.01,大卡,1049.03,220.98,64.66,西南,西藏,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/3/19 0:00
25666,2012/9/2 0:00,李宇辉,中级,36,5072.34,0.06,火车,369.46,140.85,19.99,西南,西藏,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/3 0:00
27557,2012/2/8 0:00,郭红菱,低级,18,56.13,0.02,火车,-58.47,2.88,5.33,西南,西藏,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/2/13 0:00
27558,2011/7/7 0:00,邱伟,其它,21,423.24,0.1,火车,128.83,21.38,2.99,西南,西藏,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/7/8 0:00
29127,2009/3/31 0:00,邹捷,中级,18,31.13,0.06,火车,-0.81,1.68,1,西南,西藏,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/4/2 0:00
29156,2010/2/24 0:00,朱海燕,低级,10,208.77,0.07,火车,-76.58,20.97,4,西南,西藏,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/3/1 0:00
34597,2010/12/16 0:00,吕果 ,中级,8,849.337,0.07,空运,-258.85,125.99,2.5,西南,西藏,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/12/18 0:00
35399,2011/1/21 0:00,杜玲,低级,38,188.38,0.04,火车,-120.12,4.91,5.68,西南,西藏,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/1/23 0:00
40832,2010/3/29 0:00,赵蔚红,高级,22,447.23,0.03,火车,122.78,20.24,6.67,西南,西藏,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/3/30 0:00
43526,2010/5/26 0:00,金林,高级,49,561.06,0.07,火车,-2.23,11.58,6.97,西南,西藏,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/5/26 0:00
43553,2009/5/14 0:00,金林,其它,29,143.29,0.05,火车,-55.54,4.98,4.72,西南,西藏,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/5/15 0:00
44295,2010/1/23 0:00,王天华,中级,47,4524.907,0.07,火车,1464.87,115.99,2.5,西南,西藏,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/25 0:00
47108,2009/10/15 0:00,张凤,其它,9,1288.515,0.08,空运,-382.57,175.99,8.99,西南,西藏,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/10/16 0:00
56293,2010/1/5 0:00,程毅,其它,34,702.79,0.04,火车,-44.81,19.99,11.17,西南,西藏,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2010/1/5 0:00
56322,2011/9/30 0:00,洪岩,中级,26,799.84,0.08,火车,64.13,31.11,3.6,西南,西藏,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/10/2 0:00
56327,2010/1/11 0:00,李绵红,中级,42,1767.47,0.05,火车,331.56,40.99,17.48,西南,西藏,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/12 0:00
1346,2012/6/17 0:00,杨雅,高级,48,4789.89,0.09,大卡,421.15,100.98,26.22,西南,贵州,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/6/19 0:00
1762,2009/8/19 0:00,吴媛,其它,29,857.11,0.07,火车,285.2,31.78,1.99,西南,贵州,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/8/21 0:00
2885,2012/9/18 0:00,张弛 ,其它,29,197.41,0.06,火车,-128.68,6.48,8.4,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/9/18 0:00
2912,2012/3/11 0:00,李丹,低级,7,16587.13,0.08,大卡,-3476.86,2550.14,29.7,西南,贵州,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/3/13 0:00
4545,2010/1/16 0:00,黄东亮,其它,4,33.1,0.06,火车,-24.15,6.48,8.74,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/17 0:00
5891,2012/12/28 0:00,谢云,中级,2,44.45,0.01,火车,-17.46,20.98,1.49,西南,贵州,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/12/30 0:00
6884,2009/1/15 0:00,邓娟,低级,47,296.13,0.04,火车,119.09,6.35,1.02,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/1/20 0:00
7072,2012/2/4 0:00,张华,中级,29,258.61,0.07,火车,-15.96,8.85,5.6,西南,贵州,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/2/4 0:00
7075,2011/10/10 0:00,姚松,低级,15,241.89,0.02,火车,-83.3,15.42,10.68,西南,贵州,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/10/12 0:00
7623,2009/10/28 0:00,艾楠丽,中级,18,5459.32,0.03,火车,1603.12,300.65,24.49,西南,贵州,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2009/10/30 0:00
8999,2009/6/12 0:00,张标,高级,28,1676.48,0,火车,590.35,55.48,14.3,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/6/14 0:00
9893,2009/8/16 0:00,包若男,中级,1,192.49,0.02,大卡,-98.3,160.98,30,西南,贵州,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/8/19 0:00
10342,2011/11/22 0:00,吕文龙,中级,45,5181.08,0.01,大卡,-1623.6,114.98,58.72,西南,贵州,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/11/24 0:00
10624,2009/12/20 0:00,高雁,中级,23,1082.43,0.06,火车,23.97,47.98,3.61,西南,贵州,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/12/22 0:00
11841,2010/4/20 0:00,楼永飞,中级,44,2339.52,0.1,火车,886.03,54.96,10.75,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/22 0:00
22083,2009/2/17 0:00,唐勇浩,中级,2,16.81,0.05,空运,-4.14,6.04,2.14,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/2/19 0:00
23488,2009/1/6 0:00,张标,中级,30,26133.39,0.04,大卡,-11053.6,880.98,44.55,西南,贵州,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/1/7 0:00
23489,2012/8/28 0:00,杨成,高级,42,2004.6,0.02,空运,230.3,47.98,3.61,西南,贵州,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/8/28 0:00
24933,2009/7/26 0:00,赵和,低级,32,3416.38,0.01,大卡,-1142.2,100.98,57.38,西南,贵州,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/7/28 0:00
13476,2010/10/16 0:00,冯丽冰,其它,31,972.35,0.05,火车,10.96,30.73,4,西南,贵州,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/16 0:00
14976,2011/7/22 0:00,肖海峰,高级,46,231.35,0.03,火车,-81.86,4.98,4.7,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/7/24 0:00
16036,2012/1/5 0:00,郑帅,中级,28,169.22,0.05,火车,-165.11,5.81,8.49,西南,贵州,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/1/7 0:00
18596,2012/10/2 0:00,向羽,低级,32,416.8,0.01,火车,223.38,12.53,0.5,西南,贵州,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/10/4 0:00
20096,2012/8/19 0:00,杨震卿,低级,35,6116.11,0.03,大卡,91.57,179.29,29.21,西南,贵州,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/8/24 0:00
20098,2011/12/8 0:00,邱立强,中级,11,183.32,0.04,火车,-61.1,15.99,9.4,西南,贵州,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/10 0:00
20679,2010/8/14 0:00,姜_,中级,32,4976.6,0.06,火车,601.88,161.55,19.99,西南,贵州,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/8/14 0:00
21445,2009/11/17 0:00,吴胡媛,低级,43,400.45,0.07,火车,-38.58,9.49,5.76,西南,贵州,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2009/11/21 0:00
29894,2010/9/7 0:00,黄丽丽,低级,43,606.98,0.05,火车,21.08,13.73,6.85,西南,贵州,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/9/16 0:00
31042,2012/11/19 0:00,李栋,中级,26,3227.38,0.05,大卡,192.31,120.98,30,西南,贵州,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/11/20 0:00
31872,2010/9/6 0:00,侯月明,低级,30,4452.65,0.09,大卡,-265.12,159.31,60,西南,贵州,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/9/10 0:00
33283,2010/3/20 0:00,马红菱,中级,48,10462.54,0.02,大卡,-1402.68,218.75,69.64,西南,贵州,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/3/20 0:00
33570,2012/12/16 0:00,张涛,其它,1,1500.82,0.01,大卡,-3381.99,1500.97,29.7,西南,贵州,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/12/18 0:00
34599,2010/3/3 0:00,黄博,低级,26,191.55,0.08,火车,7.17,7.7,3.68,西南,贵州,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/3/7 0:00
35776,2009/2/4 0:00,宋勇民,中级,36,213.74,0.06,火车,-32.15,5.81,3.37,西南,贵州,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/2/6 0:00
36292,2010/2/7 0:00,邱伟民,中级,21,109.87,0.05,火车,-98.17,4.98,7.54,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/2/8 0:00
36739,2009/10/8 0:00,汤雪梅,其它,27,331.17,0.07,火车,97.19,12.22,2.85,西南,贵州,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/10/8 0:00
36741,2010/12/19 0:00,宋先明,中级,26,141.4,0.08,火车,34.48,5.68,1.46,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/12/22 0:00
38341,2009/5/18 0:00,孙游,中级,15,62.62,0.1,空运,-67.06,3.36,6.27,西南,贵州,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/5/19 0:00
38369,2010/1/12 0:00,赵丽,其它,3,224.744,0.02,火车,54.6,71.37,69,西南,贵州,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2010/1/13 0:00
38406,2010/12/2 0:00,朱军锋,中级,12,754.94,0.01,大卡,-226.24,58.14,36.61,西南,贵州,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/12/3 0:00
38726,2009/5/21 0:00,赵永根,中级,44,92.86,0.04,火车,-11.28,2.08,1.49,西南,贵州,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/5/23 0:00
40835,2009/11/24 0:00,王然山,高级,14,551.18,0.09,火车,-326.97,40.48,19.99,西南,贵州,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/11/26 0:00
41634,2012/12/8 0:00,高凤,其它,10,371.45,0.01,火车,17.73,34.99,7.73,西南,贵州,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/12/10 0:00
43523,2012/5/23 0:00,金林,中级,50,295.37,0.04,火车,-97.23,5.98,5.46,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/5/25 0:00
44225,2009/4/3 0:00,谢江涛,高级,29,1958.32,0,火车,632.29,62.18,10.84,西南,贵州,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2009/4/5 0:00
45924,2010/12/21 0:00,涂香香 ,低级,1,27.44,0.02,火车,-11.76,24.95,2.99,西南,贵州,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/12/26 0:00
47108,2009/10/15 0:00,金林,其它,7,131.55,0.06,火车,-43.74,17.98,8.51,西南,贵州,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2009/10/17 0:00
48198,2009/11/20 0:00,杨高宁,中级,45,2682.8,0.01,火车,860.22,60.22,3.5,西南,贵州,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/11/22 0:00
48931,2009/6/17 0:00,董绍良,低级,42,2149.37,0.03,火车,217.87,51.75,19.99,西南,贵州,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/6/22 0:00
49349,2011/6/1 0:00,卢贺,高级,23,1642.47,0.01,大卡,-524.03,68.81,60,西南,贵州,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2011/6/3 0:00
49350,2012/8/22 0:00,卢贺,高级,50,375.11,0.01,火车,-331.63,7.28,11.15,西南,贵州,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/24 0:00
57984,2010/10/2 0:00,廖智勇,高级,6,192.99,0.07,空运,-123.37,30.97,4,西南,贵州,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/3 0:00
59779,2009/5/17 0:00,魏斐,低级,30,3575.23,0.04,大卡,87.88,113.98,30,西南,贵州,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/5/24 0:00
59986,2009/12/15 0:00,展大鹏,其它,27,43.46,0,火车,6.81,1.48,0.7,西南,贵州,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/12/17 0:00
54023,2012/7/22 0:00,王英,其它,45,405.6,0.07,火车,-8.59,8.85,5.6,西南,贵州,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/7/23 0:00
55202,2011/8/24 0:00,胡云格,低级,33,3093.76,0.07,空运,-850.71,95.99,35,西南,贵州,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2011/8/26 0:00
55202,2011/8/24 0:00,胡云格,低级,49,6335.8575,0.08,火车,1620.23,155.99,8.99,西南,贵州,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/8/31 0:00
57314,2010/10/12 0:00,韦毅祥,低级,26,1976.3945,0,火车,473.36,85.99,2.79,西南,贵州,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/19 0:00
6982,2011/11/16 0:00,周剑宇,其它,5,544.41,0.09,大卡,-338.27,100.98,57.38,东北,辽宁,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/11/18 0:00
6982,2011/11/16 0:00,周剑宇,其它,41,844.09,0.04,火车,52.56,19.98,10.49,东北,辽宁,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/11/18 0:00
7015,2010/10/12 0:00,俞勇浩,其它,47,1880.8,0.07,火车,775.88,40.98,1.99,东北,辽宁,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/10/14 0:00
7171,2011/2/13 0:00,吴苑,中级,28,1703.8505,0,火车,316.06,65.99,8.99,东北,辽宁,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/2/15 0:00
7267,2012/8/28 0:00,张槟   ,高级,19,262.32,0.07,火车,5.16,14.48,6.46,东北,辽宁,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/28 0:00
7269,2009/9/14 0:00,张槟   ,中级,29,1707.99,0,火车,391.19,65.99,3.99,东北,辽宁,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/15 0:00
7363,2010/11/9 0:00,黄锦悦,中级,24,875.52,0.09,火车,5.71,37.93,13.99,东北,辽宁,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/11/11 0:00
7398,2009/6/1 0:00,胡庆平,其它,6,55.77,0.04,火车,-4.37,9.11,2.25,东北,辽宁,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/6/4 0:00
7521,2011/2/27 0:00,谢江涛,低级,19,1942.1735,0,空运,400.82,115.99,2.5,东北,辽宁,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/3/5 0:00
7527,2009/12/11 0:00,张弛 ,中级,42,7062.616,0.02,火车,2288.64,195.99,4.2,东北,辽宁,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/12/12 0:00
7552,2012/9/10 0:00,邱庆峰,中级,47,1406.49,0.02,火车,332.52,28.15,6.17,东北,辽宁,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/9/12 0:00
7553,2010/5/7 0:00,王仲奇,中级,12,1079.19,0.07,火车,46.8,92.23,39.61,东北,辽宁,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2010/5/8 0:00
7559,2010/10/12 0:00,陈鸿建 ,中级,9,90.37,0.05,火车,-374.82,4.48,49,东北,辽宁,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2010/10/14 0:00
7559,2010/10/12 0:00,陈鸿建 ,中级,39,806.05,0.04,火车,-63.39,20.95,5.99,东北,辽宁,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/13 0:00
8034,2012/1/19 0:00,朱洪利,高级,31,354.45,0.01,火车,11.38,10.98,3.99,东北,辽宁,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/1/19 0:00
8103,2009/11/2 0:00,夏青 ,低级,16,457.68,0.07,火车,107.38,29.17,6.27,东北,辽宁,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/11/6 0:00
8130,2012/5/13 0:00,闫洁,中级,15,66.33,0.03,火车,-47.23,4.13,5.04,东北,辽宁,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/5/15 0:00
8131,2010/5/3 0:00,杨高宁,中级,24,717.29,0.01,火车,191.29,29.89,1.99,东北,辽宁,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/5/3 0:00
8288,2011/5/9 0:00,王云安,中级,22,1337.81,0.02,火车,407.12,59.78,10.29,东北,辽宁,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/5/10 0:00
8290,2009/12/9 0:00,吴生,中级,32,209.02,0.04,火车,101.8,6.3,0.5,东北,辽宁,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/12/11 0:00
10339,2011/10/11 0:00,夏季 ,低级,49,9752.25,0.09,火车,3066.17,209.84,21.21,东北,辽宁,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2011/10/15 0:00
10340,2011/6/22 0:00,罗晓娜,高级,24,7547.14,0.03,火车,2080.48,320.98,24.49,东北,辽宁,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2011/6/23 0:00
10340,2011/6/22 0:00,罗晓娜,高级,2,224.32,0.08,火车,-178.77,110.98,13.99,东北,辽宁,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2011/6/23 0:00
10340,2011/6/22 0:00,罗晓娜,高级,15,311.98,0.09,火车,-9.78,22.01,5.53,东北,辽宁,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/6/25 0:00
10341,2012/12/21 0:00,武磊,高级,17,2312.96,0.09,大卡,43.03,145.45,17.85,东北,辽宁,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2012/12/22 0:00
10567,2012/3/29 0:00,杜美玲,高级,10,1111.008,0.09,大卡,-146.29,146.34,43.75,东北,辽宁,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/3/30 0:00
10593,2012/2/12 0:00,李云峰,高级,26,723.82,0.05,火车,-40.98,27.42,19.46,东北,辽宁,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/2/14 0:00
10688,2012/5/12 0:00,胡晓,中级,14,618.84,0.05,火车,-200.84,41.47,34.2,东北,辽宁,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/5/13 0:00
10982,2012/12/10 0:00,杨子梅,其它,14,20.95,0,空运,2.81,1.14,0.7,东北,辽宁,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/12/12 0:00
11008,2009/2/24 0:00,周勇,中级,17,2545.89,0.01,火车,-321.51,138.14,35,东北,辽宁,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2009/2/26 0:00
11045,2012/3/25 0:00,杨波,中级,35,710.86,0.04,火车,196.22,19.98,5.97,东北,辽宁,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/26 0:00
11202,2012/3/17 0:00,林纬凡,中级,8,339.81,0.05,火车,79.59,43.41,2.99,东北,辽宁,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/3/18 0:00
11206,2009/12/28 0:00,赵丽,低级,6,177.67,0.03,火车,39.63,28.53,1.49,东北,辽宁,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/1 0:00
11233,2011/8/30 0:00,张燕,其它,25,276.5,0.02,火车,35.72,10.98,4.8,东北,辽宁,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/9/1 0:00
11236,2010/10/30 0:00,卢亚灵,高级,15,44.32,0.01,火车,-41.55,2.52,4.28,东北,辽宁,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/10/30 0:00
11652,2011/11/10 0:00,朱先,其它,1,61.4635,0.05,火车,-261.35,65.99,8.99,东北,辽宁,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/11/12 0:00
11808,2012/7/31 0:00, 陈迟  ,其它,1,148.344,0.06,大卡,25.21,150.98,39.25,东北,辽宁,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2012/8/1 0:00
11840,2009/8/14 0:00,于小丹,中级,43,181.5,0.08,火车,-6.24,4.48,2.5,东北,辽宁,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/8/15 0:00
12160,2010/12/12 0:00,高瑞光,低级,2,55.21,0.08,火车,-45.3,24.98,8.79,东北,辽宁,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/12/16 0:00
12199,2011/12/14 0:00,黄锦凯,低级,2,19,0.01,火车,-10.73,6.54,5.27,东北,辽宁,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/19 0:00
12199,2011/12/14 0:00,黄锦凯,低级,50,8289.51,0.01,火车,3051.62,155.06,7.07,东北,辽宁,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/18 0:00
12262,2011/12/10 0:00,张标,低级,45,1212.928,0.02,大卡,-1460.77,31.76,45.51,东北,辽宁,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/12/15 0:00
12293,2011/6/18 0:00,贺晓晨,高级,31,283.17,0,火车,119.64,8.74,1.39,东北,辽宁,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/6/19 0:00
